Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Rate
Post_2561,instagram,#dance,shorts,usa,1277252,142436,54890,11779,low,0.16371475636757665
Post_2562,youtube,#viral,reel,uk,4920706,357561,63705,22476,medium,0.0901785231631396
Post_2563,youtube,#challenge,post,usa,2496480,117284,813,15105,low,0.053355925142600784
Post_2564,tiktok,#gaming,tweet,usa,2020483,136675,31661,39695,low,0.10296102466588435
Post_2565,youtube,#music,tweet,australia,2034792,224437,6189,13971,medium,0.12020737254716944
Post_2566,twitter,#music,tweet,india,3596679,429470,19732,12766,high,0.12844293305018323
Post_2567,tiktok,#tech,reel,australia,1402768,385952,59599,23267,low,0.33420922062664676
Post_2568,tiktok,#fashion,tweet,uk,33485,153446,97898,28727,medium,8.364073465730923
Post_2569,youtube,#fashion,reel,usa,237107,374569,56320,28305,medium,1.9366530722416462
Post_2570,youtube,#fitness,video,japan,3047626,396572,2041,13218,medium,0.1351317386057213
Post_2571,youtube,#music,shorts,japan,3833797,375717,6416,35351,low,0.10889569792036459
Post_2572,tiktok,#fashion,post,brazil,2674946,169667,87354,28176,high,0.10661785322021454
Post_2573,instagram,#education,shorts,japan,338623,170174,38826,10092,low,0.6470086202059517
Post_2574,instagram,#education,live stream,brazil,2262056,291846,30805,8381,low,0.14634120463861194
Post_2575,youtube,#gaming,reel,germany,1186234,144971,1008,34541,medium,0.1521790810244859
Post_2576,instagram,#dance,video,india,329482,463165,31309,31828,high,1.5973619196192812
Post_2577,twitter,#fashion,live stream,australia,3154154,51824,6624,33785,medium,0.029241755475477735
Post_2578,twitter,#education,post,japan,4996111,392899,9476,237,medium,0.08058507907450414
Post_2579,instagram,#fitness,reel,usa,1701876,310183,78161,41590,medium,0.25262357539562225
Post_2580,instagram,#fitness,reel,usa,142287,488840,88711,41354,medium,4.349694631273413
Post_2581,tiktok,#music,tweet,brazil,570572,194018,31840,38584,high,0.46346823889009625
Post_2582,youtube,#dance,shorts,australia,3823016,339895,79041,43901,medium,0.12106593328408774
Post_2583,youtube,#music,video,usa,4567760,463413,32735,22516,high,0.11354887297055888
Post_2584,youtube,#dance,live stream,australia,1080580,147375,99235,11219,medium,0.23860241722038164
Post_2585,tiktok,#education,shorts,canada,4341647,156740,34892,8881,low,0.04618362570701856
Post_2586,instagram,#education,tweet,brazil,1680761,17011,75940,20745,medium,0.06764554865325885
Post_2587,instagram,#education,post,japan,3759036,49515,94487,19525,medium,0.043502376673168336
Post_2588,instagram,#comedy,tweet,germany,4990567,196104,40750,15936,low,0.050653563011978396
Post_2589,twitter,#comedy,video,india,3878035,348866,80120,34139,low,0.1194225941746271
Post_2590,youtube,#challenge,live stream,japan,2655487,236695,22847,47938,medium,0.11579043693303714
Post_2591,youtube,#dance,tweet,canada,4658092,187743,97119,10070,high,0.06331605301054595
Post_2592,twitter,#fitness,video,canada,559570,479352,39884,22495,medium,0.9681201636971246
Post_2593,tiktok,#fashion,video,brazil,36380,191250,49211,34693,medium,7.563331500824629
Post_2594,tiktok,#viral,video,usa,3514325,72881,13919,31645,high,0.03370348502201703
Post_2595,tiktok,#gaming,reel,uk,4254334,441095,11321,4039,high,0.10729176411631057
Post_2596,youtube,#challenge,post,canada,1700594,333525,46048,33160,high,0.24269931565088435
Post_2597,youtube,#music,reel,australia,1019069,306484,74925,38141,medium,0.41169930593512316
Post_2598,youtube,#challenge,reel,germany,345799,273374,75861,44327,low,1.1381235920288955
Post_2599,instagram,#comedy,tweet,canada,895082,165876,33670,43357,low,0.27137513657966533
Post_2600,tiktok,#education,live stream,india,468457,278112,72079,5499,high,0.7592799339106898
Post_2601,youtube,#tech,live stream,germany,4999077,490971,6444,16296,medium,0.10276116971192882
Post_2602,twitter,#comedy,shorts,usa,4735015,459475,93656,26336,high,0.12237912657087675
Post_2603,youtube,#gaming,reel,japan,3938926,246185,99069,45377,low,0.09917195702584918
Post_2604,tiktok,#music,live stream,usa,204921,127363,83720,40404,low,1.227238789582327
Post_2605,twitter,#education,post,canada,164682,366089,73679,36494,medium,2.892010055743797
Post_2606,instagram,#challenge,video,usa,3223017,409378,89525,29071,high,0.16381359452959757
Post_2607,twitter,#viral,reel,canada,185319,131508,70124,10358,high,1.143919403838786
Post_2608,twitter,#tech,post,brazil,69325,235226,34520,49751,medium,4.608683736025965
Post_2609,tiktok,#viral,video,india,1117579,243650,99520,20065,medium,0.32501952882078133
Post_2610,instagram,#fitness,reel,canada,4144067,133720,86090,44322,low,0.06373738648530537
Post_2611,twitter,#gaming,tweet,australia,4059731,426920,24990,34937,high,0.11992099969185151
Post_2612,tiktok,#comedy,post,india,95396,279129,37417,25488,low,3.585412386263575
Post_2613,tiktok,#gaming,reel,canada,3606397,21765,44898,25802,medium,0.025639162854228195
Post_2614,instagram,#education,shorts,brazil,3997068,292005,85139,5723,medium,0.09578696184303094
Post_2615,tiktok,#viral,live stream,brazil,2815065,428338,96688,9583,medium,0.18991000207810477
Post_2616,youtube,#fitness,reel,japan,929026,60319,15982,2578,high,0.08490505109652474
Post_2617,tiktok,#viral,shorts,uk,717380,238324,14383,30798,low,0.3951950151941788
Post_2618,tiktok,#viral,shorts,germany,4243476,160022,73527,9324,high,0.05723444647736903
Post_2619,instagram,#fitness,shorts,japan,2287664,205770,47154,11030,low,0.11538145461920982
Post_2620,twitter,#dance,post,brazil,3459809,160850,77013,43812,high,0.08141345374845838
Post_2621,tiktok,#fashion,post,germany,4536297,387809,76516,17176,medium,0.10614406420038194
Post_2622,tiktok,#tech,tweet,australia,852564,390933,8960,23869,medium,0.497044210170732
Post_2623,youtube,#dance,post,uk,4841341,357249,91745,20572,low,0.09699089570431002
Post_2624,tiktok,#music,post,japan,2905718,324095,73361,37029,low,0.14952758664123636
Post_2625,youtube,#gaming,shorts,uk,2035800,330602,78450,32908,medium,0.2170940170940171
Post_2626,tiktok,#viral,live stream,usa,3102190,192002,40911,3390,low,0.07617296168190858
Post_2627,twitter,#viral,post,india,336179,268506,44773,15742,medium,0.9787077717525485
Post_2628,youtube,#education,reel,india,1436013,394721,27620,4864,high,0.2974938249166268
Post_2629,tiktok,#challenge,shorts,australia,2484617,291379,87937,19854,high,0.16065655189512107
Post_2630,tiktok,#education,tweet,brazil,3453424,279506,30204,25911,low,0.09718499668734566
Post_2631,instagram,#fashion,video,germany,172200,480028,66136,20523,high,3.2908652729384436
Post_2632,twitter,#challenge,video,brazil,1695407,499065,98572,16630,low,0.3623124122998195
Post_2633,tiktok,#education,video,japan,2050045,22490,29109,881,medium,0.025599438061115733
Post_2634,instagram,#gaming,video,canada,4828592,471991,21120,11961,high,0.10460026442490895
Post_2635,youtube,#tech,live stream,australia,1249895,111529,10973,36891,medium,0.1275251121094172
Post_2636,tiktok,#fashion,post,uk,2448575,223486,29403,39483,medium,0.11940496002777125
Post_2637,youtube,#gaming,post,usa,493548,76378,67586,45093,high,0.3830569671035036
Post_2638,twitter,#education,live stream,brazil,1435388,66738,40540,12303,low,0.08330918190760965
Post_2639,instagram,#fashion,live stream,usa,4257118,186429,23604,19658,high,0.053954576781757045
Post_2640,youtube,#comedy,tweet,canada,3491749,88660,76249,22573,medium,0.05369286280313963
Post_2641,instagram,#fashion,shorts,usa,123286,34636,6143,15414,medium,0.45579384520545724
Post_2642,twitter,#comedy,shorts,canada,1704720,348558,73574,10733,high,0.25392146510863955
Post_2643,twitter,#gaming,reel,india,2543309,40011,54069,9368,medium,0.04067457001882194
Post_2644,instagram,#dance,live stream,canada,2552873,342534,85291,24004,high,0.1769884361658414
Post_2645,twitter,#fashion,post,usa,811936,44802,35448,32099,high,0.13837174358570134
Post_2646,youtube,#comedy,video,germany,116734,384391,60921,39945,high,4.156946562269776
Post_2647,twitter,#education,post,japan,1819191,352415,83445,48547,high,0.26627605347651784
Post_2648,youtube,#challenge,post,usa,8982,353646,77267,39542,medium,52.37753284346471
Post_2649,twitter,#gaming,post,uk,4286813,286139,99445,10512,low,0.0923987120501874
Post_2650,instagram,#music,reel,japan,3073979,274163,78633,27860,low,0.12383168525224147
Post_2651,tiktok,#fitness,video,japan,2105915,206288,56382,33816,high,0.14078725874501108
Post_2652,youtube,#music,reel,brazil,4421670,360176,29475,39282,high,0.09700701318732514
Post_2653,instagram,#tech,tweet,germany,939952,64597,3267,48732,low,0.12404463206631829
Post_2654,instagram,#gaming,shorts,brazil,3697216,209784,41633,19831,medium,0.0733654728314494
Post_2655,instagram,#challenge,live stream,japan,3339645,423737,51231,19571,low,0.14808130804322017
Post_2656,twitter,#gaming,tweet,brazil,764438,337969,65215,38876,low,0.5782810378343306
Post_2657,instagram,#education,tweet,india,921280,387296,3602,17054,low,0.44281000347342825
Post_2658,tiktok,#tech,video,canada,2250089,115248,20570,36323,medium,0.07650408494952866
Post_2659,twitter,#viral,tweet,india,2705979,443040,73168,26742,high,0.20064826814990064
Post_2660,tiktok,#comedy,video,uk,472157,347400,81972,908,medium,0.9113070440552613
Post_2661,tiktok,#tech,post,usa,164014,242962,69777,28769,low,2.0821881058933993
Post_2662,twitter,#comedy,tweet,germany,2458815,13248,84534,32533,low,0.05299910729355401
Post_2663,instagram,#gaming,reel,germany,2513698,158723,61512,17584,low,0.09460921717724245
Post_2664,youtube,#fitness,reel,australia,1966190,364036,10977,10251,low,0.19594444077123777
Post_2665,tiktok,#viral,live stream,germany,1881796,29670,80020,1132,medium,0.05889161205571698
Post_2666,instagram,#comedy,shorts,india,1691423,152626,11980,49620,medium,0.1266543023241377
Post_2667,tiktok,#fitness,shorts,australia,202888,369105,67944,49302,low,2.3971402941524387
Post_2668,twitter,#tech,reel,australia,1495014,457417,92142,3572,high,0.36998382623841647
Post_2669,twitter,#education,live stream,australia,503484,324674,53727,34736,high,0.8205563632607987
Post_2670,youtube,#dance,live stream,germany,1765030,374462,98165,42776,low,0.29200806785153793
Post_2671,twitter,#fashion,live stream,usa,1044593,44066,31707,10987,high,0.08305627167710294
Post_2672,instagram,#fitness,shorts,canada,3583230,21976,19513,33330,low,0.020880323060478954
Post_2673,youtube,#dance,live stream,india,2586294,43890,99333,48975,high,0.07431405710255679
Post_2674,tiktok,#comedy,shorts,australia,3835467,139347,80196,18716,low,0.06211994523743784
Post_2675,instagram,#dance,live stream,brazil,2619842,462407,20536,35579,low,0.19792109600502625
Post_2676,instagram,#viral,shorts,uk,2126536,193598,42420,29174,medium,0.1247060947945391
Post_2677,youtube,#comedy,shorts,australia,3893630,149567,65051,9178,medium,0.057477469610620426
Post_2678,youtube,#music,tweet,brazil,4667810,458201,6638,45579,high,0.10934849533292915
Post_2679,tiktok,#gaming,live stream,brazil,168039,248372,76006,17287,high,2.033248234040907
Post_2680,twitter,#comedy,post,india,3638397,450082,73662,9308,high,0.14650737673761274
Post_2681,twitter,#education,tweet,japan,4355093,419656,83750,6972,low,0.11719106802082067
Post_2682,twitter,#gaming,shorts,uk,2193984,469335,14834,25029,medium,0.23208829234853126
Post_2683,twitter,#viral,tweet,germany,3464955,224821,63786,9555,high,0.08605075679193525
Post_2684,tiktok,#viral,tweet,germany,1886018,21258,26419,39514,high,0.04623020565021119
Post_2685,instagram,#tech,video,india,1121577,171196,50556,19092,medium,0.21473692844985232
Post_2686,youtube,#education,live stream,india,1618622,30778,25340,46218,low,0.06322414992505972
Post_2687,twitter,#comedy,shorts,japan,2910127,458172,9766,37075,high,0.17353641267202427
Post_2688,youtube,#tech,video,japan,2736776,192088,21628,43049,high,0.09382024688904024
Post_2689,tiktok,#viral,reel,canada,2148077,443339,88317,12054,high,0.25311476264584554
Post_2690,youtube,#viral,post,uk,2820538,368126,49957,34325,medium,0.16039776808537945
Post_2691,youtube,#music,reel,india,1683188,12857,67163,35020,high,0.06834649486569533
Post_2692,tiktok,#gaming,shorts,germany,3154277,2037,40597,1561,medium,0.014011134722790674
Post_2693,tiktok,#education,post,canada,1497125,92835,28862,26779,high,0.09917408366034901
Post_2694,youtube,#fashion,post,australia,189735,353334,84368,36316,medium,2.4983160724167917
Post_2695,instagram,#gaming,video,australia,3576712,403450,97590,31542,medium,0.14890267933230297
Post_2696,twitter,#challenge,reel,australia,2487998,453538,89408,18733,low,0.22575540655579304
Post_2697,tiktok,#music,reel,brazil,569180,209463,31428,22627,high,0.46297831968797215
Post_2698,twitter,#education,live stream,japan,2192147,229151,866,38879,medium,0.12266330679466295
Post_2699,youtube,#viral,post,usa,3093369,25610,14721,32826,high,0.023649619557188296
Post_2700,instagram,#challenge,video,brazil,4777385,385660,33183,36910,medium,0.09539800539416438
Post_2701,youtube,#fashion,reel,uk,962435,63655,59077,41603,low,0.17074919345202533
Post_2702,twitter,#tech,shorts,india,4534181,203286,71736,17073,high,0.06442067486939758
Post_2703,youtube,#fashion,live stream,japan,730087,3824,15633,34603,high,0.07404596986386554
Post_2704,twitter,#challenge,reel,india,4082324,256226,63193,18181,low,0.08269799261401103
Post_2705,youtube,#tech,tweet,uk,4154463,105892,47232,43534,high,0.04733656311297032
Post_2706,tiktok,#viral,live stream,uk,3007477,237285,68950,21390,low,0.10893682644954558
Post_2707,instagram,#fashion,reel,canada,2711659,266006,6741,40856,medium,0.11564986600453818
Post_2708,tiktok,#education,live stream,india,1876306,149927,65747,27923,high,0.12982797049095404
Post_2709,twitter,#viral,reel,uk,71277,187205,13956,34407,low,3.3049651360186316
Post_2710,instagram,#fitness,tweet,brazil,12365,150585,22791,10537,low,14.87367569753336
Post_2711,tiktok,#education,reel,india,4166729,213917,75721,46135,low,0.0805843144586557
Post_2712,tiktok,#dance,video,brazil,2877171,194774,63518,679,high,0.09000890110459198
Post_2713,tiktok,#fitness,post,brazil,2274614,97171,35263,30958,high,0.07183284724353231
Post_2714,youtube,#music,reel,usa,4503399,493775,72985,44144,medium,0.1356539804711952
Post_2715,instagram,#tech,post,australia,3535094,277346,18702,27624,high,0.09155965866819948
Post_2716,youtube,#education,shorts,brazil,737845,258734,17484,7028,medium,0.3838827938117084
Post_2717,twitter,#comedy,video,india,435830,288717,492,10374,medium,0.6873849895601496
Post_2718,tiktok,#fitness,video,brazil,2693423,222683,32845,15899,high,0.10077399650927463
Post_2719,instagram,#challenge,live stream,uk,4621169,273643,43438,18369,medium,0.07258985767454079
Post_2720,twitter,#comedy,video,japan,4185185,11304,89974,12613,high,0.027212895009420132
Post_2721,instagram,#music,live stream,uk,1170696,429372,49207,49136,low,0.45077031099448533
Post_2722,tiktok,#gaming,video,usa,1215490,112430,80565,2738,medium,0.16103217632395167
Post_2723,twitter,#music,tweet,japan,3218850,182607,48640,15068,medium,0.0765226711403141
Post_2724,tiktok,#fitness,post,germany,2206465,108422,93547,6106,low,0.09430242491949793
Post_2725,youtube,#comedy,shorts,uk,1145845,286985,22315,26378,low,0.2929523626668529
Post_2726,youtube,#challenge,tweet,india,1033019,459345,67564,42749,medium,0.5514496829196752
Post_2727,tiktok,#viral,post,germany,2416729,370531,45676,35700,high,0.18699117691722986
Post_2728,twitter,#gaming,tweet,usa,1942872,108781,71823,49737,medium,0.11855696103500385
Post_2729,youtube,#comedy,post,india,4713381,439146,82572,17212,high,0.11434042781604119
Post_2730,tiktok,#fashion,video,germany,2194817,62191,83327,16736,medium,0.07392598107268168
Post_2731,instagram,#challenge,tweet,india,1150787,65081,31527,30435,medium,0.11039662422324896
Post_2732,youtube,#education,reel,australia,3865208,392633,38093,35867,low,0.1207161425724049
Post_2733,twitter,#challenge,reel,australia,2680307,263946,18402,30996,low,0.11690601113976869
Post_2734,twitter,#viral,live stream,uk,1332493,308312,80258,33772,high,0.3169562616839263
Post_2735,instagram,#gaming,live stream,brazil,4312788,124275,98380,8457,medium,0.05358760968542854
Post_2736,tiktok,#fitness,post,japan,2723438,27284,56796,28506,high,0.04133965965077964
Post_2737,twitter,#comedy,reel,brazil,58002,227583,4238,44828,high,4.769645874280197
Post_2738,twitter,#comedy,video,canada,4925883,316798,20215,12908,high,0.07103721302353304
Post_2739,youtube,#education,video,brazil,131069,228706,29198,32033,high,2.2120943930296257
Post_2740,instagram,#dance,shorts,canada,3529950,52867,17076,23240,high,0.026397824331789402
Post_2741,tiktok,#comedy,live stream,australia,4274328,51628,65728,40477,high,0.036925804477335386
Post_2742,instagram,#music,reel,canada,2564894,135335,28533,7583,medium,0.06684525754280683
Post_2743,youtube,#comedy,reel,brazil,2316873,378566,70870,21370,high,0.20320751288482364
Post_2744,youtube,#gaming,tweet,uk,2889436,3090,98325,6440,medium,0.0373273538503708
Post_2745,instagram,#fitness,reel,japan,731621,11172,59313,35492,low,0.14485232107880994
Post_2746,youtube,#fitness,tweet,brazil,4992676,208217,31640,7211,low,0.04948608722056068
Post_2747,twitter,#education,shorts,brazil,1722843,246553,36913,1078,medium,0.16515956474269564
Post_2748,twitter,#comedy,tweet,japan,1478257,214006,34075,4887,medium,0.17112585971180924
Post_2749,youtube,#education,video,brazil,4514734,379897,38918,39164,high,0.10144097083017516
Post_2750,instagram,#gaming,shorts,australia,2612014,187743,54867,13925,medium,0.09821348583889673
Post_2751,youtube,#fashion,tweet,germany,721066,233419,19504,20612,medium,0.37934807632033685
Post_2752,twitter,#comedy,video,brazil,539158,353308,56963,25082,high,0.8074683117008372
Post_2753,instagram,#comedy,shorts,canada,4425278,417054,96321,45234,medium,0.12623139156455254
Post_2754,youtube,#dance,tweet,india,4569636,460529,21363,19829,medium,0.1097945219269106
Post_2755,tiktok,#comedy,reel,germany,2331434,254470,63786,40585,low,0.1539142862289904
Post_2756,tiktok,#music,post,germany,2321225,141180,73404,20751,high,0.10138396751715151
Post_2757,instagram,#challenge,shorts,usa,1596330,438566,46359,10781,medium,0.31052852480376864
Post_2758,instagram,#dance,shorts,brazil,2568596,17463,27489,29011,medium,0.02879510830041003
Post_2759,instagram,#music,tweet,australia,1602583,95273,33154,31607,high,0.0998600384504266
Post_2760,youtube,#challenge,tweet,australia,4042630,463439,13491,9970,high,0.12044139582400566
Post_2761,tiktok,#gaming,video,japan,1644851,298638,90093,8246,low,0.24134526470786716
Post_2762,twitter,#music,reel,canada,4813102,139163,69572,25727,high,0.04871328303451703
Post_2763,youtube,#music,tweet,usa,2436911,216568,32707,19949,medium,0.110477567707643
Post_2764,twitter,#challenge,tweet,brazil,163743,224473,55311,4919,medium,1.7387186017112182
Post_2765,youtube,#music,post,brazil,2407043,77842,28524,16655,medium,0.05110876706398681
Post_2766,instagram,#education,tweet,germany,946340,417158,91240,25016,low,0.5636599953505083
Post_2767,instagram,#comedy,reel,uk,3747884,82226,76069,31192,medium,0.05055839508373258
Post_2768,tiktok,#tech,video,japan,4199267,328742,88715,29237,medium,0.10637427913014343
Post_2769,tiktok,#music,reel,canada,4909699,192610,29375,34738,high,0.05228894887446257
Post_2770,twitter,#education,video,uk,3631559,342320,77277,42683,high,0.12729519195475
Post_2771,twitter,#education,post,canada,438926,418878,61638,26939,high,1.1561288235374527
Post_2772,instagram,#challenge,tweet,canada,3093066,372946,38682,18578,high,0.1390872357718846
Post_2773,youtube,#dance,video,uk,1603866,238566,18807,26566,medium,0.17703411631645039
Post_2774,instagram,#fitness,reel,canada,3634352,280654,38955,13864,low,0.09175583432755
Post_2775,instagram,#dance,post,brazil,3727003,242287,93794,1561,low,0.09059343391996197
Post_2776,twitter,#dance,live stream,brazil,772421,247479,23789,12567,high,0.36746152680986144
Post_2777,tiktok,#music,reel,india,1772246,493760,4974,31362,low,0.29910971727401275
Post_2778,instagram,#education,shorts,japan,4660917,108250,64438,46473,low,0.047021004664961855
Post_2779,youtube,#fashion,post,germany,126887,164296,64233,4209,high,1.8342146949648113
Post_2780,youtube,#fitness,shorts,india,3424500,479439,45234,17018,high,0.1581810483282231
Post_2781,youtube,#gaming,post,germany,3895699,248131,52488,39519,low,0.08731116033348572
Post_2782,tiktok,#comedy,video,japan,75475,85849,52358,44489,medium,2.4206160980457105
Post_2783,twitter,#viral,post,australia,4815367,353822,49194,24139,medium,0.08870663440605878
Post_2784,youtube,#dance,video,india,3148221,85754,68644,17491,low,0.05459877181430402
Post_2785,instagram,#viral,shorts,usa,3233563,150813,58386,1709,low,0.06522464538343617
Post_2786,instagram,#music,tweet,brazil,3824375,327312,21152,33353,low,0.09983775126654681
Post_2787,instagram,#viral,shorts,australia,1004552,189682,46042,10235,medium,0.24484446798174708
Post_2788,tiktok,#fitness,live stream,usa,3269477,35752,21135,8550,low,0.020014516083153362
Post_2789,instagram,#fashion,tweet,usa,481808,61671,7895,34339,low,0.21565644406070467
Post_2790,tiktok,#music,shorts,brazil,696436,342863,72320,35891,low,0.6476890913163593
Post_2791,youtube,#dance,reel,canada,4701021,315148,11535,1792,medium,0.0698731190522229
Post_2792,youtube,#fitness,live stream,canada,1546021,17786,66926,20602,low,0.06811938518299557
Post_2793,tiktok,#fitness,post,brazil,3504067,17759,35751,7695,high,0.01746684638164738
Post_2794,instagram,#music,reel,uk,3816051,462424,91866,41600,high,0.15615357341922317
Post_2795,youtube,#dance,live stream,india,254262,162743,48675,19106,low,0.9066396079634393
Post_2796,youtube,#viral,video,uk,497552,297185,73947,641,medium,0.7472043123130848
Post_2797,youtube,#music,tweet,brazil,3225580,37018,52907,33089,medium,0.038137017218608744
Post_2798,instagram,#gaming,video,canada,4336522,340438,51068,2711,medium,0.09090626082376614
Post_2799,twitter,#music,tweet,usa,3912292,422606,17064,4866,high,0.11362546558385724
Post_2800,tiktok,#education,reel,canada,2097593,470212,25616,38553,low,0.25475914536328065
Post_2801,instagram,#music,live stream,japan,1922920,346738,31025,28656,low,0.21135512657832878
Post_2802,tiktok,#fashion,tweet,australia,1425733,248984,28436,18316,high,0.20742733737663363
Post_2803,twitter,#music,live stream,usa,580864,103465,61418,35190,high,0.34444035092551784
Post_2804,youtube,#dance,video,australia,1175324,386762,41178,14302,medium,0.3762724150957523
Post_2805,twitter,#education,video,australia,3768701,155300,63361,36129,high,0.06760684915041018
Post_2806,tiktok,#challenge,post,uk,4896941,498119,72555,17441,medium,0.12009844513135853
Post_2807,instagram,#tech,live stream,uk,706597,69502,74826,29444,low,0.24592801837539643
Post_2808,youtube,#viral,live stream,germany,2202632,334540,11889,34157,high,0.17278692037526014
Post_2809,tiktok,#fashion,video,india,1921116,184294,14637,49378,low,0.12925247616489582
Post_2810,youtube,#education,post,japan,1159351,420250,27287,11919,high,0.3963044841467338
Post_2811,instagram,#challenge,reel,uk,4402298,311108,37588,11747,low,0.08187610198128341
Post_2812,instagram,#fitness,shorts,usa,4421041,282996,32876,25568,medium,0.07723067938071598
Post_2813,twitter,#gaming,tweet,canada,4695987,154844,98585,41625,high,0.06283109386801965
Post_2814,tiktok,#comedy,post,canada,4052947,12513,92796,34676,medium,0.034539065030951555
Post_2815,youtube,#viral,shorts,uk,2529356,62626,51604,9450,high,0.0488978222124525
Post_2816,instagram,#dance,reel,canada,2608658,98810,82993,34706,high,0.08299631458014044
Post_2817,youtube,#viral,tweet,usa,377017,45347,90037,7314,medium,0.37849221653135007
Post_2818,youtube,#gaming,reel,canada,1197713,480028,4619,28503,high,0.4284415381648191
Post_2819,youtube,#challenge,shorts,usa,685501,323225,86718,942,high,0.5993937280908416
Post_2820,twitter,#fitness,reel,usa,4546322,274686,66066,11339,medium,0.07744524035033154
Post_2821,tiktok,#fitness,reel,canada,4713541,333744,29836,35318,medium,0.0846280959473992
Post_2822,instagram,#viral,video,australia,1060579,3040,27023,2492,medium,0.03069549745940661
Post_2823,instagram,#comedy,live stream,usa,410897,318387,21785,34447,high,0.9117102339515742
Post_2824,instagram,#education,shorts,germany,4726108,458831,19832,13777,high,0.10419567221062236
Post_2825,youtube,#education,video,brazil,770800,35563,35816,14691,high,0.11166320705760249
Post_2826,twitter,#comedy,video,usa,4533943,426510,48183,8972,medium,0.10667646240810703
Post_2827,youtube,#fitness,video,germany,1270412,89497,4376,37047,high,0.10305318274701436
Post_2828,tiktok,#comedy,reel,uk,1756485,100469,98551,12449,low,0.12039328545361902
Post_2829,tiktok,#music,live stream,india,2829947,427028,21324,41946,medium,0.17325342135382749
Post_2830,instagram,#fashion,live stream,uk,3243480,129261,28764,26090,high,0.05676464784737381
Post_2831,instagram,#viral,post,germany,3735626,401542,46135,21504,medium,0.12559635252565435
Post_2832,twitter,#comedy,shorts,germany,4498516,43442,4784,20611,high,0.015302157422581135
Post_2833,twitter,#comedy,post,canada,1618175,479812,23146,21565,low,0.32414479274491326
Post_2834,tiktok,#viral,live stream,india,4451895,37935,75953,5049,medium,0.02671603890028853
Post_2835,twitter,#fashion,live stream,india,3418485,381998,46412,12524,high,0.12898520835984362
Post_2836,instagram,#fashion,video,germany,4546358,102608,86881,9657,medium,0.043803413633506205
Post_2837,instagram,#dance,video,brazil,1430779,315712,1000,5052,low,0.2248872816836143
Post_2838,instagram,#challenge,reel,usa,228932,378052,98315,7270,high,2.1125792811839323
Post_2839,instagram,#fashion,shorts,canada,965970,292954,63900,42310,medium,0.4132260836257855
Post_2840,instagram,#gaming,post,germany,4926990,270638,91444,45562,high,0.08273692457260924
Post_2841,tiktok,#gaming,shorts,india,669836,263122,65316,40965,medium,0.5514827510017377
Post_2842,twitter,#fashion,reel,australia,2961889,127008,56377,5965,medium,0.06392879679150704
Post_2843,youtube,#fitness,tweet,canada,4516859,6718,93371,39835,low,0.03097816425086548
Post_2844,youtube,#tech,live stream,brazil,3707778,357641,98906,36604,medium,0.13300445711690398
Post_2845,twitter,#fitness,shorts,australia,3611304,361772,97629,18007,high,0.13219823088834393
Post_2846,tiktok,#music,reel,usa,3313871,187673,20108,13412,medium,0.0667476193249526
Post_2847,tiktok,#education,reel,brazil,3999565,142354,67251,9930,high,0.05488971925696919
Post_2848,youtube,#dance,shorts,usa,650479,96466,68604,9627,low,0.26856670238393554
Post_2849,twitter,#viral,post,brazil,4365247,320273,13480,21042,high,0.08127718775134603
Post_2850,instagram,#fitness,video,uk,202210,289749,57498,29545,high,1.8633697641066218
Post_2851,twitter,#viral,live stream,uk,4066789,201905,49387,17566,high,0.06611063421288885
Post_2852,youtube,#tech,video,australia,1189401,477715,32182,43920,low,0.46562681551470025
Post_2853,tiktok,#challenge,post,usa,2750438,214384,71731,19226,medium,0.11101540918210118
Post_2854,youtube,#viral,video,australia,540884,177369,13503,5565,high,0.36317768689774516
Post_2855,instagram,#dance,shorts,germany,2100020,314357,71376,21215,high,0.1937829163531776
Post_2856,tiktok,#comedy,live stream,india,952111,156942,6001,23683,medium,0.1960128598451231
Post_2857,instagram,#viral,shorts,brazil,2337596,467029,77732,4729,low,0.23506628176981822
Post_2858,youtube,#fashion,video,uk,1936713,220029,88576,32486,low,0.176118505942801
Post_2859,youtube,#comedy,post,brazil,1178485,168174,81549,41849,low,0.24741256783073182
Post_2860,twitter,#challenge,live stream,uk,1738252,172464,4136,47211,medium,0.12875635983735384
Post_2861,tiktok,#challenge,live stream,uk,1948873,480313,50464,32966,medium,0.28926615536261213
Post_2862,instagram,#education,shorts,japan,4440766,432244,61567,31213,low,0.11822825161244704
Post_2863,youtube,#fashion,reel,germany,1259577,417867,13002,27756,medium,0.3641103322782172
Post_2864,tiktok,#dance,tweet,australia,4385439,312854,58495,30380,medium,0.09160519619586545
Post_2865,instagram,#viral,reel,australia,1831119,491782,86681,48075,high,0.34216126860133067
Post_2866,youtube,#music,live stream,japan,3899621,283580,75787,8200,low,0.0942571085754231
Post_2867,twitter,#viral,video,uk,4426493,32332,47970,18676,high,0.02236036519203803
Post_2868,youtube,#viral,video,brazil,2854666,173661,87934,21327,medium,0.09910861726030296
Post_2869,instagram,#education,tweet,usa,2425779,288690,80963,22285,low,0.16157201459819712
Post_2870,twitter,#fitness,reel,canada,1630820,161765,88321,21591,high,0.16658920052488932
Post_2871,twitter,#comedy,tweet,usa,930160,202154,89158,36847,high,0.35279844327857574
